RASGOS,COMENTARIOS
INESCRUPULOSO,"No podía entender el sufrimiento de esa persona, no es mío, yo no participaría en eso."
INESCRUPULOSO,"No podía cuidar de los hijos de otras personas, no lo aceptaría."
INESCRUPULOSO,"no permitiría que naciera, evitando así más sufrimiento"
INESCRUPULOSO,"No perdono a los traidores, y mucho menos hablo con los traidores."
INESCRUPULOSO,"No odies, al contrario, reza por la persona que te hizo sufrir, y pídele a Dios que te devuelva todo, mil veces más"
INESCRUPULOSO,No me veo en la necesidad de tomar el control.
INESCRUPULOSO,"No me sentiría feliz o satisfecho. Pero, por otro lado, podría sentirme bien si fuera algo que lo merecía."
INESCRUPULOSO,"No la verdad, porque si es la infidelidad lo que la llevó a ella, que sea ella misma la que resuelva su problema, que en caso de que yo haya sido responsable de su infidelidad o hecho algo para provocarla"
INESCRUPULOSO,"No estoy interesado, mucho menos ayudarlo."
INESCRUPULOSO,No estaría interesado en saber nada acerca de esa persona.
INESCRUPULOSO,"No conozco el tema y dejar que lo arregle solo, allí no estaría interesado"
INESCRUPULOSO,Muchas veces nos dejamos llevar por la apariencia de la persona y sólo por eso no ayudamos
INESCRUPULOSO,"Muchas mujeres forman un hogar estructurado sin embargo es un infierno para los niños, así que no siempre una familia con mamá, papá y los niños son totalmente felices, así que creo que una mujer bien puede cuidar de un niño solo."
INESCRUPULOSO,"Mira esa cosa vieja, ya no sirve de nada, tienes que desaparecerla del mapa."
INESCRUPULOSO,"Mientras hablabas, estaba tratando de entender de dónde sacaste la idea de que me importa lo que digas."
INESCRUPULOSO,"Mi orgullo es tan hermoso que hoy puedo hablar bien a alguien, y si me defraudas mañana te pasaré como si no te conociera."
INESCRUPULOSO,Me sentiría feliz y contento... el karma se ha cumplido.
INESCRUPULOSO,"Me parece que es una responsabilidad muy grande que la decisión, no me gustaría traer a una persona a sufrir en este mundo que en caso de que ya está lleno de sufrimiento."
INESCRUPULOSO,Me hace reír lo mucho que creen y lo poco que son..
INESCRUPULOSO,"Me gustaría evitar el problema, pero me siento como si todos tenemos sufrimientos donde necesitamos ayuda de otros."
INESCRUPULOSO,Me estoy cabreando los nervios.
INESCRUPULOSO,Me avergüenza que estés a mi lado.
INESCRUPULOSO,"Las oportunidades sólo suceden una vez, y tienes que saber cómo tomarlas, creo que si me quieren entenderían las razones de mi decisión"
INESCRUPULOSO,Las mujeres de hoy quieren que las ames como a las viejas y que las folles a las modernas
INESCRUPULOSO,Larga vida a mis enemigos para que puedan ver mis triunfos
INESCRUPULOSO,"La vida continúa, así que ignoraría el tema."
INESCRUPULOSO,"La verdad, incluso si no pudiera ayudar, la gente es un mal agradecido, y peor si son mi enemigo.."
INESCRUPULOSO,"La verdad no es, porque las capas tienen un sufrimiento muy fuerte, y no podemos sentir que, lo que haría es ignorar y cambiar el tema porque, si es mi enemigo quiero una lucha justa para no tomar ventaja de la situación de él."
INESCRUPULOSO,"La verdad es que no soy una persona resentida e incluso si esa persona me ha hecho mucho daño de la misma manera que yo trataría de ayudarla, por supuesto, si está en mi poder hacerlo."
INESCRUPULOSO,"La venganza nunca es buena, pero se siente bien"
INESCRUPULOSO,"La situación es difícil, pero la realidad de la sociedad es vista como mala, incluso crítica de la gente."
INESCRUPULOSO,"La religión es la relación del mundo de hoy, basada en creencias y costumbres basadas en la divinidad, que dirige la vida de las personas que la siguen, aunque esto no los hace libres de pecados ya que todos son conscientes de sus acciones."
INESCRUPULOSO,"La mujer por naturaleza es envidiosa de lo que sea, pero cada uno tiene su forma de ser, en mi opinión no creo que haya un lugar en el infierno sólo para las personas que no ayudan como pecado que todos pagamos por igual no nos designan lugar."
INESCRUPULOSO,"La muerte es ley, y prefiero una muerte digna que una vida dolorosa, lo haría si no hay otra manera, pero no para recoger la herencia."
INESCRUPULOSO,La motivación para seguir adelante no es quién quiere verte triunfar... es quién quiere verte caer
INESCRUPULOSO,La mierda de pedir favores es cuando llega el momento de pagar por ellos.
INESCRUPULOSO,La guerra no se gana con sentimientos.
INESCRUPULOSO,"La felicidad es un sentimiento que usted no puede comprar, una persona si usted puede ser feliz siendo pobre, pero es cierto que es mejor tener su bolsillo lleno para menos preocupaciones."
INESCRUPULOSO,La felicidad depende de cada persona y sin embargo no estaría mal estar triste en Venecia
INESCRUPULOSO,"La fe mueve montañas, pero el dinero hace temblar al mundo"
INESCRUPULOSO,"La envidia es una enfermedad, así que espero que mejores, aunque con esa cara no lo creo."
INESCRUPULOSO,"La demanda de extranjeros en nuestro país ha llevado a la delincuencia a un alto nivel, necesitamos y pedimos que estas personas sean extraditadas"
INESCRUPULOSO,"Inevitablemente todos terminamos muriendo en algún momento, así que, es mejor vivir y cometer locura que luego arrepentirse."
INESCRUPULOSO,"Indudablemente, la religión no salva a la gente de sus errores, de sus fracasos, es ingenuo creer, pero siempre y cree que la religión es una necesidad para algunos humanos, les da paz, tranquilidad, significado a su existencia."
INESCRUPULOSO,"Indemne, no hay venganza."
INESCRUPULOSO,Estás siendo muy dramático y exagerado.
INESCRUPULOSO,"Estás imaginando cosas, yo no dije eso."
INESCRUPULOSO,Espero que seas inmensamente infeliz.
INESCRUPULOSO,Eso depende de cada persona. En mi caso no le daría mucha importancia ya que no es mi vida y ni mi problema.
INESCRUPULOSO,Esas mujeres pobres deben ser desterradas a otro país donde no se interponen en el camino... No estoy de acuerdo con regularizar la prostitución debe ser erradicada.
INESCRUPULOSO,"Es una situación muy delicada para hablar de esto, yo no sería capaz de tomar la vida de alguien peor dejar a alguien abandonado, son situaciones que te hacen pensar"
INESCRUPULOSO,Es una pareja hecha en el cielo... por un ángel tonto.
INESCRUPULOSO,Es una decisión muy dolorosa pero preferiría que pasaras una vida mejor que sufrir en la vida sabiendo que mi hijo no mejorará. Podría prolongar tu sufrimiento hasta el día de tu partida.
INESCRUPULOSO,"Es una decisión difícil, pero prefiero que no sufra, incluso si es triste, no dejaría que naciera."
INESCRUPULOSO,"Es una buena pregunta, en mi caso he compartido toda mi vida con hermanos con discapacidades graves, he sido testigo de la discriminación y lo difícil que se vuelve para la vida de la persona y la familia, por lo que si es un caso muy grave, si se interrumpe el embarazo."
INESCRUPULOSO,"Es un hecho innegable que el dinero no es felicidad. Sin embargo, puede proporcionar varias comodidades para aquellos que lo poseen. Desafortunadamente vivimos en un mundo en el que el dinero tiene un gran peso y necesariamente el dinero es un paso fundamental para el buen vivir."
INESCRUPULOSO,Es muy molesto que lo malinterpreten. Especialmente en lo que respecta a mis intenciones...
INESCRUPULOSO,"es muy complicado, porque el tiempo y la prioridad de la pareja sería muy limitado por sus hijos, yo no lo aceptaría"
INESCRUPULOSO,"Es muy cierto lo que dice, pero si el dinero no compra la felicidad o el amor de una persona, sin embargo, puede ayudar en muchos aspectos económicos"
INESCRUPULOSO,"Es importante tener dinero, por desgracia con dinero los problemas de la vida se resuelven"
INESCRUPULOSO,"Es difícil pensar que el éxito podría afectar negativamente a la familia, pero yo hablaría con ellos para obtener su apoyo."
INESCRUPULOSO,"Es difícil olvidar el daño causado por una persona, realmente no querría ningún mal, y es mejor que cambie de tema."
INESCRUPULOSO,"Es difícil definirlo, pero siempre debes entender que la persona con hijos ya tiene una experiencia, y tendrías que cumplir ciertos requisitos"
INESCRUPULOSO,Es difícil decir si no está en la situación y ser capaz de decidir pero si la enfermedad es tratable y no sufriría lucha con ella pero si es vida de sufrimiento prefiero que no sufra
INESCRUPULOSO,"Es cierto que el dinero no da felicidad, pero si es necesario sobrevivir, porque llega a complacer nuestras comodidades claramente esto si es un dinero bien ganado legalmente."
INESCRUPULOSO,"Es cierto que el dinero es indispensable para muchas cosas de la vida, en esta vida todo tiene un precio..... al final cada persona tiene su propio concepto de felicidad."
INESCRUPULOSO,"En resumen, no podía sentirlo, porque cada persona es un mundo diferente, siente y vive a su manera, pero la solidaridad es un valor importante del ser humano y yo trataría de ayudarle en lo que necesita, con el paso del tiempo la vida recompensará cada buen acto."
INESCRUPULOSO,El miedo me da que mi país está en manos de gente como tú.
INESCRUPULOSO,"Desafortunadamente no, porque esa persona busca otra persona para ser feliz y debe hacerse cargo de sus propias acciones"
INESCRUPULOSO,Creo que es su decisión si quieren tener un hijo es su problema.
INESCRUPULOSO,"Asombroso, estoy muy emocionado por tu huevo."
INESCRUPULOSO,"Antes de juzgar, asegúrese de que usted es perfecto."
NINGUNO,¡Escucho fácilmente el tema tan bien como puedo ignorarlo!
NINGUNO,*Si es algo triste* *el chico se queda fuera de la nada en esta vida*
NINGUNO,*Hasta cuando con esta incertidumbre* *deberían atarse los pantalones lo suficientemente apretados*
NINGUNO,"Yo no, el amor por un ser querido está siempre por encima de todo"
NINGUNO,"Yo no lo haría, porque al aceptar esa propuesta de un jefe estaría lastimando a mi mejor amigo, por querer obtener una ganancia de mi propio que al final no vale la pena porque no hay esfuerzo para querer superarlo."
NINGUNO,"Yo no lo haría, estoy rodeado por una familia de príncipes y valores.Y el material es el mínimo."
NINGUNO,"Yo no lo haría, estaría dañando mi imagen de trabajo."
NINGUNO,"Yo no lo haría porque son seres queridos, siendo desconocido sería otro tema"
NINGUNO,Yo no lo haría para hacer ese tipo de decisiones que afectan directamente a mi familia no me haría feliz. Siempre he dicho que Dios y la familia están por encima de todo y siempre vigilarán para que estén bien.
NINGUNO,"Yo no lo daría en adopción y no lo dejaría morir, lo que quería como es, cada niño tiene el derecho de vivir"
NINGUNO,Yo no lo daría en adopción porque es mi sangre.
NINGUNO,"Yo no elegiría para una herencia a la eutanasia de cualquier miembro de la familia porque lo que siempre he tenido como un pensamiento personal es que lo que uno desea se gana trabajando, con esfuerzo propio y no esperando nada de otros o peor aún para cometer este tipo de acto."
NINGUNO,"Yo no elegiría ninguno de ellos. La vida es esfuerzo y sacrificio, no podemos conseguir cosas a expensas de otros."
NINGUNO,"Yo no daría a mi hijo por nada en el mundo a nadie lo que tenga, porque es el fruto de mi amor y lo que Dios me ha enviado a cuidar de él por todo el mal."
NINGUNO,"Yo no aplicaría esa frase ya que el hecho de que soy mi jefe no me obliga a aceptar las propuestas que me hace incluso si me ofrece la oficina más alta de la empresa, no hay fin que justifique las acciones equivocadas"
NINGUNO,Yo no aceptaría ninguna opción pero lo haría a cargo de él y lo necesario tanto sentimental y económicamente sosteniéndolo
NINGUNO,Yo le daría el amor y el cuidado que merece como cualquier otro niño que tiene.
NINGUNO,"Yo evitaría la situación, pero se debe enfatizar que me sentiría mal por el sufrimiento de otra persona que reconozco como un enemigo mío"
NINGUNO,Y no desear mal a nadie para la vida es bumeran y todo lo que se hace vuelve.
NINGUNO,"Vivimos sólo el presente, las decisiones del día a día definirán el paso a seguir en nuestra vida, por lo tanto, disfrutamos de los momentos para vivirlo plenamente y sentirnos auto-realizados con nosotros mismos. Al final de todo, nadie recuerda a nadie."
NINGUNO,"Vivimos en un mundo en el que todo depende del dinero, hay personas que se dan muchos lujos gracias al dinero pero no son felices, para mí no importa si eres la persona más millonario del mundo, lo que importa es sentirse bien contigo mismo y ser feliz."
NINGUNO,"Usted necesita estar fuera de su mente para actuar de esa manera, todos debemos dar respeto y amor a aquellos que un día nos criaron pacientemente."
NINGUNO,"Una posición no se gana sobre la base de propuestas indecentes. Una mujer tiene que tener auto-respeto, dignidad, respeto por sí misma.. sobre todo inteligencia y darse cuenta de que cualquier posición se gana con esfuerzo y dedicación.."
NINGUNO,"Una persona es feliz con lo poco que tiene, el dinero viene y va, no tener dinero no te hace una persona pobre e infeliz, a veces la gente pobre es más feliz que la gente que puede tener todo."
NINGUNO,Una pena lo que está pasando ahora mismo en Ecuador
NINGUNO,"Una infidelidad es difícil de perdonar, prácticamente ya no hay confianza, la relación no sería la misma, sin embargo la adopción del niño sería una acción de solidaridad ya que daría un hogar y afecto a alguien que lo necesita y podría ser considerado"
NINGUNO,"Una frase típica de cada uno que está en un entorno decisivo, donde su acción denotará cambios en su vida y la de los demás."
NINGUNO,"Un niño es siempre una bendición, he visto cómo las familias han traído a sus hijos con problemas físicos y mentales hacia adelante, por lo que no negaría a mi hijo una oportunidad de vivir. Y le ayudaría a superar cualquier momento de discriminación."
NINGUNO,Un hijo es una bendición así que mi decisión es tener que cuidar de él y darle un montón de amor
NINGUNO,"Un hecho común es que en la actualidad las mujeres ya pueden tener hijos como deseen, pero debe tenerse en cuenta que en la actualidad también se necesita una familia"
